   100     0.00862900
   100     0.01217200
   466     0.34698901
   466     0.33990705
   833     2.07884693
   833     2.04024792
  1200     6.59831905
  1200     6.88256836
  1566    19.90346336
  1566    26.66290665
  1933    51.73598862
  1933    47.85597229
  2300    87.10945892
  2300    85.48854065
