   100     0.00706000
   100     0.00932300
   466     0.35909799
   466     0.37911403
   833     2.10282898
   833     2.15483809
  1200     6.74100494
  1200     7.04097557
  1566    16.05344582
  1566    20.34982300
  1933    32.90918350
  1933    31.91186523
  2300    54.04992676
  2300    52.95211792
