   100     0.00047700
   100     0.00016600
   466     0.00496697
   466     0.00487399
   833     0.02967405
   833     0.03217411
  1200     0.10026741
  1200     0.08999634
  1566     0.23773575
  1566     0.23378754
  1933     0.41352844
  1933     0.43153381
  2300     0.68495178
  2300     0.70547485
